Workstream ID,Workstream Title,Task ID,Task Title,Rationale,Deliverables,Acceptance Criteria,Priority,Phase,Missing Features,Dependencies,Risks/Mitigations,Unnamed: 12
F,Geometry & IO,F18,glTF 2.0 import (+Draco),Modern scene IO.,Loader + Draco; PBR mapping.,glTF samples load w/ materials; −40% disk.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
G,Datashader Interop,G1,Datashader Adapter v1,Aggregate huge data then overlay.,Coord transform; premultiplied alpha.,Parity vs Datashader image.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; G: Datashader Interop,
G,Datashader Interop,G2,Datashader Bench & Docs,Performance playbook.,Guides + benchmarks.,Time/memory charts included.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; G: Datashader Interop,
H,Points/Lines/Graphs,H1,Instanced Billboard Points,Fast scatter.,Per‑point pos/size/color; culling.,5M points ≥30FPS @1080p.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
H,Points/Lines/Graphs,H2,Impostor Spheres/LOD,High‑fidelity points.,View‑facing spheres; LOD swap.,≥40% fps gain far view.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
H,Points/Lines/Graphs,H3,Polyline Edges for Graphs,Graph edges.,Wide lines; batched draw.,Smooth joins; no aliasing.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
H,Points/Lines/Graphs,H4,Weighted Blended OIT,Transparency for overplotting.,WBOIT accum/resolve.,Stable without depth sort.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
H,Points/Lines/Graphs,H5,Picking & ID Buffer,Interactive inspect.,ID buffer; pick API.,Click → id within 1 frame.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
H,Points/Lines/Graphs,H6,Point/Path Material Hooks,Styling parity.,Per‑layer materials; smooth/extruded paths.,Immediate style changes; ergonomic.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
H,Points/Lines/Graphs,H7,Line Utilities Parity,Generate/color/rasterize helpers.,High‑level wrappers.,Parities with demos; API ergonomic.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
I,Interactive Viewer & Offscreen,I1,Interactive Viewer,Windowed exploration.,winit; orbit/FPS; DPI.,60 FPS simple scene.,P0,0.2.0,,K: Docs & QA,
I,Interactive Viewer & Offscreen,I2,Offscreen + Jupyter,Notebook integration.,Headless render; numpy/PNG; IPython helper.,Deterministic PNG hash.,P0,0.2.0,,K: Docs & QA,
I,Interactive Viewer & Offscreen,I3,Screenshot/Record Controls,UX convenience.,Hotkeys/UI; frame dump.,"EXIF (camera, exposure).",P0,0.2.0,,K: Docs & QA,
I,Interactive Viewer & Offscreen,I4,Orthographic Camera Mode,Parallel projection parity.,Ortho frustum; grid‑accurate.,PT/raster align within 1px.,P0,0.2.0,,K: Docs & QA,
J,Animation & Media,J1,Camera Path API,Smooth flythroughs.,Keyframes + Catmull‑Rom; easing.,No pops over 300 frames.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
J,Animation & Media,J2,Video Encode Hook,One‑liner movie.,FFmpeg wrapper; progress.,Correct duration/bitrate; fallback ok.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
J,Animation & Media,J3,Scene Builder from Spec,Declarative composition.,Dict/list scene spec; validate.,Equals imperative (image hash).,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
J,Animation & Media,J4,Animate Objects (Transforms),Keyframed object motion.,Per‑object TRS; slerp/cubic.,Deterministic frame hashes.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
K,Docs & QA,K1,Tutorials & Gallery,Docs for features.,Example scenes; parity table.,≥80% coverage marked.,P0,0.2.0,,,
K,Docs & QA,K2,Benchmarks & QA,Perf + image tests.,Golden images; perf CI.,Fail on SSIM/Perf regressions.,P0,0.2.0,,,
L,VR/AR Exploratory,L1,VR/AR Exploratory (Opt‑In),Explore immersive viewing; experimental only.,Stereo render path; basic OpenXR bridge; docs (experimental).,Prototype builds; disabled by default in CI.,P2,0.5.0,,K: Docs & QA; I: Viewer/Offscreen,Experimental; gated feature flag.
M,plot_py Adapters (Matplotlib/Geo/Charts),M1,Matplotlib Adapter (Image),3D from any Matplotlib figure via rasterization.,Rasterize Axes→RGBA; drape; height from luminance.,SSIM ≥0.98 vs fig export.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M2,Matplotlib Adapter (Data),Geometry‑aware extrusion for common artists.,Parse artists; extrude; text via SDF.,Pixel‑stable line width.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M3,GeoPandas Adapter,Extrude/drape GeoDataFrames (CRS‑safe).,CRS via pyproj; extrude/lines/points.,Legend/color parity.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M4,Rasterio/Xarray Adapter,DEM→heightmap; multiband overlays.,Read GeoTIFF/NetCDF; nodata masks.,≤1px georef offset.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M5,Cartopy Integration,Projection‑aware overlays.,Extract from GeoAxes; reprojection.,Gridlines/labels readable.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M6,Seaborn/Plotly Convenience,High‑level chart shortcuts.,Detect and route; static export fallback.,Docs limitations; common charts work.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M7,NetworkX Adapter,3D graphs from NetworkX.,Nodes/edges/labels + picking.,100k edges demo runs.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M8,Unified plot_py API,Single entry mirroring plot_gg.,Type dispatch; common kwargs.,One‑liner works across types.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M9,Docs & Gallery (plot_py),Reproducible examples.,Tutorials; comparisons 2D→3D.,≥8 gallery examples.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
M,plot_py Adapters (Matplotlib/Geo/Charts),M10,Tests & CI (plot_py),Image & projection tests.,Golden images; CRS/memory tests.,≤512MiB with 8k figs.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
N,WebGPU Optional Features & Capability Matrix,N1,Feature detection & capability matrix,Discover optional features and select safe paths.,Probe f16/subgroups/dual‑src/depth‑clip/float32‑filterable/BC/ASTC/ETC2/bc‑sliced‑3d; JSON; flags.,Capabilities JSON + tests for absent/present features.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
N,WebGPU Optional Features & Capability Matrix,N2,Half‑precision compute adoption (f16),Reduce bandwidth/ALU cost in compute passes.,WGSL f16; pack/unpack; apply to denoiser/SSAO/AO; toggle by capability.,≥25% speedup in denoiser/AO vs f32; no visible artifacts.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
N,WebGPU Optional Features & Capability Matrix,N3,Subgroup ops optimization,Use SIMD collectives where available; fall back cleanly.,Ballot/broadcast/reduce in PT queues/SSAO; fallback kept in sync.,≥10% speedup on subgroup devices; identical results.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
N,WebGPU Optional Features & Capability Matrix,N4,Dual‑source blending OIT path,Higher‑fidelity transparency path with fallback.,Dual‑src OIT shaders; runtime selection; docs.,ΔE≤2 vs dual‑src reference; WBOIT fallback unchanged.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
N,WebGPU Optional Features & Capability Matrix,N5,Depth‑clip control integration,Fix near‑plane clipping in CSM/heightfields.,Enable unclippedDepth; cascade tuning; guarded by capability.,CSM artifacts eliminated on supported devices.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
O,Asset Compression & Memory Budget,O1,KTX2/BasisU pipeline (desktop BC / mobile ASTC),Shrink texture memory and bandwidth.,ktx2 loader + BasisU transcoder; transcode to BC/ASTC; ETC2 fallback; mip tools.,Overlay memory ↓ ≥50% vs PNG; ΔE≤2; documented CLI.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
O,Asset Compression & Memory Budget,O2,Compressed 3D textures & slicing for volumes,Efficient cloud/fog volumes.,Use bc‑sliced‑3d when available; slice stacks fallback; sampling helpers.,Volume memory ↓ ≥30% w/o banding; auto strategy.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen,
O,Asset Compression & Memory Budget,O3,Unified GPU memory pool & suballocation,Stay within 512MiB and Metal buffer limits.,Large pooled buffers; suballocators; spill across Metal buffers; defrag/reuse.,Large DEM scenes hold ≤512MiB; no OOM.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen,
O,Asset Compression & Memory Budget,O4,Budget guard & telemetry HUD,Prevent budget thrash; expose VRAM/time usage.,VRAM meter; LRU eviction; frame watchdog; HUD overlay.,No frames >16ms from thrash; live HUD.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen,
P,GPU-Driven Rendering & Indirect,P1,Indirect draw bufferer,Cut CPU overhead via indirect draws.,Build draw lists; drawIndexedIndirect; Count variants.,100k draws → ≥2× CPU time reduction; parity kept.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
P,GPU-Driven Rendering & Indirect,P2,GPU culling & LOD in compute,Only draw visible geometry at right LOD.,Frustum/cluster cull; LOD selection; write indirect args.,≥50% fewer drawn instances; FPS ≥60 in city demo.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
P,GPU-Driven Rendering & Indirect,P3,Multi‑draw indirect (experimental),Frontier optimization with fallback.,Enable when present; feature‑gate; perf flag.,≥20% FPS gain on supported devices; fallback to P1.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen,
Q,Platform Matrix & Fallbacks,Q1,Platform feature matrix & report,Make platform support explicit for users/CI.,Collect runtime capabilities; JSON/CSV; docs table.,Docs list features per platform; CI publishes.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
Q,Platform Matrix & Fallbacks,Q2,Fallback policy & tests,Deterministic behavior when features missing.,Document fallback order; CI feature‑gated test runs.,Toggling features yields stable behavior; tests pass.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
Q,Platform Matrix & Fallbacks,Q3,Linux/Vulkan readiness notes & doctor,Improve Linux reliability with diagnostics.,Detect common driver issues; actionable messages; known‑bad list.,Doctor reports issues and suggests fixes.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen,
N,WebGPU Optional Features & Capability Matrix,N1,Feature detection & capability matrix,Discover optional features/limits at runtime and select safe code paths.,"Capability probe (f16, subgroups, dual-source-blending, depth-clip-control, float32-filterable, BC/ASTC/ETC2, bc-sliced-3d); JSON dump; feature flags.",Capabilities JSON lists detected features and chosen fallbacks; CI simulates absent/present features.,P0,0.2.0,shader-f16; subgroups; dual-source-blending; depth-clip-control; float32-filterable; texture-compression-bc; texture-compression-astc; texture-compression-etc2; texture-compression-bc-sliced-3d,K1 (Docs); Q1 (Report),Feature detection drift — snapshot to logs; keep hard fallbacks.
N,WebGPU Optional Features & Capability Matrix,N2,Half-precision compute adoption (f16),Reduce bandwidth/ALU cost in compute passes without visible quality loss.,Enable f16 in WGSL; pack/unpack half types in buffers; apply to denoiser/SSAO/AO; toggle by capability.,≥25% speedup in denoiser/AO vs f32 with no visible artifacts; visual parity on test scenes.,P1,0.3.0,shader-f16,N1,Precision loss on some GPUs — per-pass guard rails; disable on regressions.
N,WebGPU Optional Features & Capability Matrix,N3,Subgroup ops optimization,Exploit SIMD-level collectives where available; fall back to workgroup ops.,Subgroup ballot/broadcast/reduce in PT queues and SSAO; fallback kernels kept in sync.,"On subgroup devices, ≥10% speedup with bitwise-identical results vs fallback seeds.",P1,0.4.0,subgroups,N1; A12; B3,Device variability — keep feature-gated; test both paths.
N,WebGPU Optional Features & Capability Matrix,N4,Dual-source blending OIT path,"Higher-fidelity transparency when supported, preserving WBOIT fallback.",Dual-source OIT shader path; runtime selection; docs of differences.,Dense line/point layers match dual-source reference within ΔE≤2; fallback unchanged.,P1,0.3.0,dual-source-blending,N1; H4,Not widely available — ensure parity and auto-fallback.
N,WebGPU Optional Features & Capability Matrix,N5,Depth-clip control integration,Fix near-plane clipping artifacts in CSM/large height fields where supported.,Enable unclippedDepth; adjust cascade splits/precision; guard by capability.,CSM artifacts eliminated on supported devices; no regressions elsewhere.,P1,0.3.0,depth-clip-control,N1; B4,Driver quirks — confine to tested backends.
O,Asset Compression & Memory Budget,O1,KTX2/BasisU pipeline (desktop BC / mobile ASTC),Shrink texture memory and bandwidth across platforms with universal compressed assets.,"KTX2 loader + BasisU transcoder; transcode to BC on desktop, ASTC on mobile, ETC2 fallback; mip/autogen tools.",Overlay memory footprint reduced ≥50% vs PNG; visual ΔE≤2 vs source; documented CLI.,P0,0.3.0,texture-compression-bc; texture-compression-astc; texture-compression-etc2,E3; K1,Transcoding CPU spikes — pre-bake where possible; background workers.
O,Asset Compression & Memory Budget,O2,Compressed 3D textures & slicing for volumes,Efficient cloud/fog volumes with compressed 3D or sliced-2D fallback.,Use BC-sliced-3D when available; otherwise slice stacks; loader paths; sampling helpers.,Volume memory reduced ≥30% with no visible banding; runtime selects best strategy.,P1,0.4.0,texture-compression-bc-sliced-3d,B8; A11; N1,Format support variability — always provide slice-stack fallback.
O,Asset Compression & Memory Budget,O3,Unified GPU memory pool & suballocation,Stay within 512MiB budget and Metal 256MiB buffer limits with pooling and reuse.,Large pooled buffers; suballocators; spill across multiple buffers on Metal; defrag/reuse strategy.,Large DEM flyover remains ≤512MiB; no OOM; buffer counts respect backend limits.,P0,0.3.0,,E1; E3,Fragmentation — periodic compaction; telemetry to tune sizes.
O,Asset Compression & Memory Budget,O4,Budget guard & telemetry HUD,Prevent budget thrash and expose VRAM/time usage for tuning.,VRAM meter; LRU eviction signals; frame-time watchdog; optional HUD overlay.,No frames >16ms due to budget thrash; live memory usage visible in HUD.,P0,0.3.0,,E4; E1,Overhead — HUD toggleable; sampling throttled.
P,GPU-Driven Rendering & Indirect,P1,Indirect draw bufferer,Cut CPU overhead by issuing indirect draws and reusing command buffers.,Build draw lists; drawIndexedIndirect paths; Count variants when available; validation tools.,100k-draw synthetic test shows ≥2× CPU time reduction; image parity maintained.,P1,0.3.0,,H3; F2; N1,Driver limits — fall back to batched direct draws.
P,GPU-Driven Rendering & Indirect,P2,GPU culling & LOD in compute,Only draw what’s visible at the right detail level using compute pre-pass.,Frustum/cluster cull; LOD selection; write indirect args; stats counters.,City demo reduces drawn instances ≥50% with FPS ≥60 at 1080p on target GPU.,P1,0.3.0,subgroups,P1; E2,Over-cull risk — debug visualizations and thresholds.
P,GPU-Driven Rendering & Indirect,P3,Multi-draw indirect (experimental),Frontier optimization for massive scenes with graceful fallback.,Enable MDI when present; feature gate; perf flag and benchmarks.,"On supported devices, ≥20% FPS gain on multi-object scenes; fallback equals P1 behavior.",P2,0.4.0,chromium-experimental-multi-draw-indirect,P1; N1,Experimental/unstable — default off; auto-disable on failures.
Q,Platform Matrix & Fallbacks,Q1,Platform feature matrix & report,Make platform support explicit and visible for users and CI.,Collect capabilities at runtime; generate JSON/CSV; docs table by browser/OS/driver.,Docs page lists features per platform; CI publishes on release.,P0,0.2.0,,N1; K1,Staleness — regenerate on each release.
Q,Platform Matrix & Fallbacks,Q2,Fallback policy & tests,Ensure deterministic behavior when optional features are missing.,Document fallback order; CI tests with feature-gated runs; golden images.,"Toggling features yields stable, documented behavior; tests pass.",P0,0.2.0,,N1; K2,Coverage gaps — add feature toggles to CI matrix.
Q,Platform Matrix & Fallbacks,Q3,Linux/Vulkan readiness notes & doctor,Improve Linux reliability with diagnostics and clear guidance.,Detect common driver issues; provide actionable messages; known-bad combos list.,Doctor command reports issues and suggests fixes; warnings for risky configs.,P2,0.3.0,,Q1; K1,Hardware variability — keep the guide opinionated and updated.
E,Terrain Streaming & LOD,E6,Float32-filterable heightmaps,Higher-precision DEM sampling to avoid banding on steep slopes.,Use float32-filterable textures when supported; fallback to R16/encoding; toggled by capability.,Slope/normal shading free of banding on stress DEM; fallback consistent.,P0,0.2.0,float32-filterable,N1; D4,Not universally supported — keep encoding fallback.
B,Realtime PBR & Lighting,B16,Dual-source blending OIT (realtime),Improve transparency quality for dense point/line layers.,Enable dual-source path; runtime switch; maintain WBOIT fallback; examples.,ΔE≤2 vs dual-source reference; FPS stable at 1080p.,P1,0.3.0,dual-source-blending,N4; H4,Limited platform support — auto-fallback; document differences.
B,Realtime PBR & Lighting,B17,Depth-clip control for CSM,Stabilize shadow cascades near steep terrain and near-plane.,Turn on unclippedDepth where available; retune splits; regression tests.,CSM clipping artifacts removed on supported GPUs; no regressions.,P1,0.3.0,depth-clip-control,N5; B4,Backend quirks — limit scope to validated devices.
D,"Overlays, Annotations & Text",D12,Float32-filterable overlays,Avoid banding in high-dynamic-range overlays when supported.,Use float32-filterable views for critical overlays; normalized fallback path.,Overlay gradients free from banding where supported; parity elsewhere.,P1,0.2.0,float32-filterable,N1; D4,Increased bandwidth — reserve for critical layers.
F,Geometry & IO,F18,glTF 2.0 import (+Draco),Modern scene IO with PBR materials and compressed geometry.,glTF 2.0 loader; PBR material mapping; Draco decompression; sampler mapping.,glTF sample models load correctly with materials/transforms; Draco saves ≥40% disk.,P1,0.3.0,,F4; F9; B15,Decoder size/perf — optional dependency; provide prebuilt assets.
